sugar	etanol
-0.007133249	0.002030458
0.004187763	-0.005423742
-0.006164488	0.007450085
-0.01069263	0.004712227
0.005236242	0.008026799
0.004961583	0.03662934
0	0.011494379
-0.001981621	0.001269036
-0.000992334	0.008838441
-0.000496549	-0.008204527
0.000744669	-0.0063573
0.002725835	-0.0102565
-0.001733747	-0.00322685
0.003464492	-0.000646621
-0.0101801	0.004517594
0.003487771	0.005778507
-0.000497512	-0.00128123
0.001243392	-0.015504187
0.002481957	0.019342963
-0.00871406	0.019602272
0.007721971	0.025959431
-0.003978126	0.002437539
0.001991091	0.042889242
0	0.019059197
0.002731249	0.011942138
0.003959421	-0.002263725
0.003943806	-0.010250659
0.006131227	0.002287022
0.0036607	0
0.001460614	-0.00630194
0.002429496	-0.010398707
-0.001943115	-0.000580889
0.000243053	-0.004659298
0.009916637	-0.007617968
0.0124374	0.000588062
0.024420114	0.027255964
-0.002787435	0.019825062
0.010873375	0.000560695
0.022748934	0.00447428
0.000899303	-0.001116695
0.001796184	-0.001677384
-0.000897689	-0.002240897
0.00470376	-0.003933694
0.001339906	-0.001126761
0.015720439	0.000563539
0.004821443	0
0.022696294	-0.000563539
0.005328799	-0.005652926
0.001911437	0.003960401
0.009502785	-0.001129944
0.00398528	-0.003964888
0.004178009	-0.006262474
0.012636128	0.010792493
-0.001648167	0
0.005756574	-0.002262444
0.012630092	-0.001700199
0.007662812	0.00226629
0.005409209	0.005080451
0.009742636	0.001125493
0.004540507	0.003929278
0.006478829	0.001119821
0.007020329	0.001677384
0.008899246	0.005015335
0.017564446	0.00609589
0.03951912	0.00441015
0.013372046	0.00712527
0.017085289	0.016251712
0.017492138	0.002683125
0.016168275	0.005877655
0.010185082	0.012179129
0.020726164	0.004201687
0.016244479	0.001571092
0.012133126	0.007299302
0.016426524	0.024629259
0.01926896	0.026508179
0.019209197	0.007376478
0.009241805	-0.000490076
0.014670967	-0.001962709
0.00636992	0.006852694
0.010429753	-0.001953126
0.012633625	0.000488639
0.013188235	0.001464486
0.016944729	-0.001464486
-0.000560238	-0.001955991
0.001679774	0.004395611
0.001397596	0.000974184
0.00473742	0.001459499
0.00526825	0.000971817
0.000414709	0
0.001795278	-0.003405501
0.002342714	0
0.008088275	0.001460921
0.005039207	-0.003900541
-0.000543566	-0.001466634
0.002036812	0.001955035
0.009316249	0
0.000940278	-0.00097704
0.00107347	0.00097704
0.000536337	0.000976086
-0.005241582	0.000975134
0.007384111	0
0.015265471	0.009216655
-0.011793776	0.004816965
0.010343628	0.002399809
0.004475406	0.000958313
-0.01455242	0.00143575
-0.000133298	0.00334209
0.001198855	0
0.005575456	0.004755121
-0.009844405	0.000474271
-0.002409317	0.006145139
0.003611749	0.016359327
0.007449789	0.003239994
0.007789385	0.00415034
0.000920145	0.004133186
-0.007782193	0.008215473
0.000529534	0.000454442
0.000661547	0.002722325
-0.010637024	0.005873069
0.009048632	0.002699057
0.004625635	0.006715942
0.003685277	0.00044613
-0.013091175	-0.001785715
-0.003333114	-0.004029555
-0.003344261	0.001792918
0.003744915	0.000447728
0.002000321	0.005802293
-0.004807715	0.001778569
0.007335852	0.009285939
0.004640353	0.002198286
-0.00013231	0
0.008037477	0.000439078
-0.004735618	0.006126934
0.001581068	0.005655878
0.003417036	0.000867303
0.002358814	0.014630209
-0.001047695	0.002133562
0.001309389	-0.005128216
-0.003014169	-0.000428541
0.001442731	-0.006450248
-0.006706607	-0.00345722
0.005788754	0.000432807
-0.002890188	-0.000865801
0.005771956	-0.001733854
0.000523094	0
-0.004980312	0.002166848
0.00301732	-0.000866176
0.002616498	0.001298983
0.005732194	0.003455727
-0.006254946	-0.004321528
0.001436889	0.00948283
-0.007073661	-0.006887673
0.002101156	0.001726371
-0.004206645	0
0.007872997	0.000431127
0.004564121	0.004301082
0.001300195	-0.002148229
0.000129955	0.003863495
-0.013340559	0.002567396
0.008130166	0.008934329
-0.01063488	0.00717454
-0.009016237	0.014610988
0.010467151	0.010717333
-0.003697443	0.004091659
-0.003578243	0.003668233
-0.006660475	0.005274916
0.000668087	0.001617469
-0.004149173	0.006042314
-0.002685967	0.006006024
-0.000269065	0.003188524
-0.007019413	0.015400107
-0.01570108	0.019403015
0.003297242	0.036600954
0.000137064	0.018719578
0.009417977	0.012646962
-0.009280823	0.005728623
-0.002746082	-0.003576542
-0.005929825	-0.000716846
-0.001799751	0.015653112
-0.006254757	0.009135692
-0.007136419	0.002096437
-0.006056783	0.0183301
-0.00212152	0.048496378
-0.005964204	0.043443433
0.001281105	0.026223931
-0.007137789	0.012407483
-0.003444392	0.014036366
0.005019097	0.004733737
-0.001145012	-0.015767097
-0.005456719	-0.023359169
-0.014211318	-0.010490686
-0.004391152	-0.025445067
-0.012992904	-0.022198113
0.005779063	-0.019379815
0.00132886	-0.034073122
-0.009637468	-0.004815971
0.011553957	-0.002071109
-0.002654492	-0.014268556
-0.007261951	-0.005271493
-0.000892932	-0.000352423
-0.002981917	-0.000352547
-0.004339715	-0.000705467
0.004040969	0.001410437
-0.00809832	0.023677986
0.000301054	0.011972094
-0.00649402	0.020195907
-0.005774169	0.005648794
0.002435252	-0.009320973
-0.008089779	-0.031252544
-0.002608733	-0.014949001
-0.007402933	-0.029502762
-0.007926097	-0.033752287
-0.004691829	-0.026849788
-0.002668583	-0.029957502
0.000942671	-0.045241964
0.000314037	-0.055652499
-0.006457224	-0.080479675
-0.006499191	-0.03321605
-0.020079383	-0.000979432
-0.004553643	-0.003435586
0.007793577	-0.00344743
-0.002915454	0.003938951
-0.010599398	0
-0.005919139	0.00049128
-0.013781837	0.003921574
-0.001338481	0.003906255
0.001171237	0.006315299
-0.0269485	0.007718321
-0.015756538	0.017151445
-0.013706048	0.00987082
-0.00585577	-0.003748833
0.000355872	-0.001409444
-0.016502581	0.000470035
-0.007807575	-0.006600684
-0.00127679	0.005189915
-0.002558463	-0.009456335
0	0.005684525
-0.015118281	-0.000472478
-0.001673329	0.009407407
-0.000558455	0.008391658
0.00353133	0.02927931
0.001853532	0.036303234
0.004434634	0.009950331
-0.001106844	0.011130252
0.004052354	0.015209419
0.004950886	0.002512564
0.003104778	0.002088992
0.00145769	0
0.002000928	0.000834376
0.006520581	0.000416927
0.005221962	-0.000416927
0.003048474	-0.001669449
0.000715966	0.00375235
0.00819675	-0.00083264
0.002481462	0.00374143
0.005120467	-0.002492731
0.003867134	-0.001665279
0.01462931	-0.006269613
0.008093045	-0.005465643
0.007347337	-0.003801483
0.022556081	-0.00042328
0.013556167	-0.005944816
0.012564349	0.001276868
0.026087757	0.00085034
0.004099044	0.005086912
0.019321292	0.000422744
0.004311663	0.00126716
0.006280116	0
0.010782989	-0.003382667
0.017073937	-0.002119992
0.008576158	0.006768215
0.006749828	0
0.001753405	-0.010169579
0.000437846	0.002976826
0.002914238	0.004660038
0.004355349	-0.000422744
0.008367071	0.000845309
0.001722435	-0.001268231
0.004007433	-0.007643349
-0.012938665	0.003828977
0.0015904	-0.000849618
-0.000578049	0.005932221
-0.004055596	-0.000845309
0.000725354	-0.000846024
-0.00188716	0.008847751
-0.001017664	0.007521974
0.000436254	0.005811556
0.00014541	0.009884759
-0.008907133	0.025491973
-0.007508346	0.009147011
0.004423525	0.002767347
0.001617068	0.006688988
0.005712194	0.007423359
-0.004391152	0.00272109
-0.00824864	0.003874472
0.00265879	-0.001160766
-0.002954722	0.001933863
0.00442875	-0.003095978
0.000736259	-0.00778214
-0.004277608	-0.001563722
-0.002812569	-0.001174398
-0.000296471	-0.001568013
-0.005948872	-0.004718845
-0.000298434	-0.00157791
-0.000596925	-0.002371543
-0.009450382	-0.006351748
-0.005288989	-0.001594261
0.000757334	0.001195934
-0.002121841	-0.001195934
-0.010217489	0
-0.000153215	0
0.007027206	-0.012038669
-0.001981014	-0.00283
-0.004433257	-0.001620746
-0.011867243	-0.004063394
-0.021310757	-0.003671226
0.008830111	-0.001226743
-0.010891166	0.001226743
-0.008286836	0.002856562
0.00047993	-0.002039568
0.003193886	0.002854232
0.000637504	0.010127694
-0.001115967	0.003219319
-0.001915999	0.006407711
-0.005770188	0.017412391
0	-0.000392388
0.001445667	0.001176701
-0.004182055	0.001566784
-0.005819625	-0.003921574
0.010483154	0.00039285
0.000801844	0.002745638
0.004478558	0.001174398
0.004140761	0.00390473
-0.003502583	0.003112843
0.012205905	0.005037794
-0.004421324	0.002316603
-0.003011319	0.005384628
0.004434581	0.00268148
0.004100337	0.00305577
-0.005681849	0.000762486
0.003476098	-0.000762486
-0.003951013	0.00266616
-0.00047522	0
0.006631984	-0.000761035
-0.004416458	0.002661093
-0.003959774	0.001138304
0.008061405	0.000379147
0.009401558	0.001136579
0.005288486	0.005663598
0.001859935	-0.000753296
0.001238038	0.001506024
-0.00713967	-0.000376294
-0.005466613	0.001504325
0.002658937	0.00187723
-0.00125036	-0.00187723
0.000625407	0.00562115
0.002965246	0
-0.002808928	-0.001495887
0.002029522	-0.002623198
0.00155833	-0.003006391
0.002022199	-0.001883594
-0.002022199	0.001507159
-0.004682434	-0.001884304
0.004059366	-0.001887862
-0.003746508	0.000755572
-0.004388706	-0.004921456
0.007043952	0.005676458
-0.00547437	-0.002266718
-0.000627502	-0.006069821
0.003290234	0.002280503
-0.006433918	-0.004947679
0.004868514	-0.002291827
-0.005498435	-0.006137342
0.002202975	-0.007725029
-0.000314432	-0.005833188
-0.006467394	-0.000780336
-0.005076958	-0.000390396
-0.001273245	-0.004304448
0.004766437	-0.009060531
-0.001427552	-0.010742097
0.003644146	-0.014504686
0.002527232	-0.000405927
-0.003476631	-0.000812348
0.000633027	0.000812348
0.002685869	0.006475134
-0.006648782	0.007234758
-0.000953393	0.008374924
-0.009905865	0.004754367
0.001123309	0.001185068
0.002082865	-0.000394867
-0.000640426	-0.001185537
-0.005943299	-0.001582905
-0.007600942	-0.011551612
-0.005697989	-0.008449054
-0.000653291	-0.022886164
0.001795495	-0.02257621
0.001629428	-0.00891915
0.00032559	-0.010291686
-0.004077311	-0.013015368
0.007975968	-0.00569303
0.000162098	-0.001318392
0.000486217	-0.00883398
-0.002595718	-0.000443754
-0.004069347	0.001330672
0.000326174	-0.011591748
0.000163006	0.008039347
-0.017929586	-0.003118737
-0.004991674	0.012417011
-0.006023123	0.000440626
-0.001847653	0.003956919
-0.00691694	0.028548652
-0.003391575	0.014815086
-0.006817787	0.011280671
-0.000171077	0.011976191
-0.000171038	0.002050442
-0.000684597	-0.001640017
-0.000171184	0.001230265
-0.002915238	-0.003284075
-0.001374772	-0.003294896
-0.004308494	0.001236859
-0.003633588	0.004111848
-0.002951118	0.00572833
0.00260436	0.006506733
-0.002082955	0.002833436
-0.001739096	0.000808081
-0.001219194	0.001210898
-0.002442838	0.007635159
0.004358065	0.001999601
0.000695479	0.002394255
-0.003133725	0.001194981
-0.005946153	0
-0.004394839	-0.003589236
0.000704491	-0.001599361
-0.000352175	0.001599361
0.000352175	-0.002800562
0.001231636	0.001201201
0.002458712	0.00040008
0.003502035	0.003593536
0.004534399	0.013460219
0.001564809	-0.003545405
0.000173699	-0.002370606
0.00398716	-0.000395648
0.004832647	-0.001584159
0.000516378	-0.000793021
0.003092786	0.000396589
-0.001029883	0.001584786
0.000171752	-0.000792079
0.002229604	0.000396118
0.002737384	-0.000396118
0.002389063	-0.001982947
-0.001364455	-0.002782749
-0.005648316	-0.010002084
-0.017313452	-0.009291119
-0.009299093	-0.006514681
-0.004062533	-0.01067772
-0.004790216	-0.004552046
-0.011806935	-0.000829876
-0.009219969	-0.006246116
-0.006925506	-0.010497682
-0.005317717	-0.000844595
-0.001471905	0.002110151
-0.006836091	0.007141387
-0.008751532	0.007090749
-0.000561257	0.004147663
-0.005441368	0.000413822
0.003755798	0.006597962
0.003555117	-0.000822368
0.00577331	0.000411269
0.003522165	-0.007428841
0.004799677	-0.002073399
-0.000921216	0.001659063
0.001841584	-0.002905169
0.004039704	0.007453451
0.002927724	-0.000825423
0.004375595	-0.015813896
0.000545585	-0.001679262
0.00036357	-0.005477157
0.001634451	-0.003809528
0.001450553	-0.012804272
-0.00435806	-0.00516797
0.000545784	-0.001728609
0.001635621	0.001296737
-0.001817503	0.000431872
0.001454245	-0.005194817
0.000181673	-0.000868433
0.004168561	-0.011358794
0.002168004	-0.001318971
-0.007245132	-0.005735732
0.002360437	0.003974393
-0.007463382	0
0.000182735	-0.005302708
0.006373471	0.00088574
0.008135288	0.002210923
-0.001621768	0.002206045
-0.003432449	-0.00044082
-0.003081072	0.00044082
-0.000908	-0.000881834
-0.000545261	0
-0.002183786	-0.000882613
0.002729047	0.000882613
0.003627153	0.000881834
0.001627928	0.003519581
-0.006709663	-0.005725627
0.001636215	-0.004426745
0.003264439	-0.000887705
-0.001449502	-0.004450386
0.00578557	0.001782532
-0.006511146	-0.009393941
-0.004182204	-0.003151027
-0.007131766	0.004947165
-0.002572659	0.000448531
0.001654583	-0.005846655
0.007867573	-0.004520803
-0.001459019	-0.000453206
0.009626793	0.001359004
0.016138076	-0.001359004
0.01096772	-0.001360853
0.004738947	-0.00045403
0.01131721	0.003626477
0.013072116	-0.002265007
0.011890763	0.002265007
0.000843936	-0.001811595
0.00185421	0.00316814
0.000336774	0.000451773
0.00084138	-0.000903751
0.004866206	-0.000904568
-0.002178484	0.000452386
-0.004371275	-0.003624834
-0.003375463	-0.011872286
-0.002200255	-0.00229938
-0.005777416	0.000920387
-0.006325331	-0.00970657
-0.003263801	-0.003722666
0.001031832	0
-0.004651572	0.006968669
0.000172632	-0.006502577
-0.006582338	0.000465875
-0.024275616	0.000465658
-0.013264256	0.002325042
-0.005246453	-0.000464576
0.001993314	0.000464576
-0.010555184	0.001392435
-0.003665712	0.002316424
-0.007002	0.002772645
-0.007796624	0.000461361
-0.004482675	0.006436804
0.002990731	0.017715658
-0.002429245	-0.003156711
-0.00751181	0.019235664
0.005451673	0.000442968
0.000562253	0.00441892
-0.016816627	-0.003976148
-0.010150408	0.003976148
-0.007147698	-0.00619197
-0.012878305	-0.005338091
-0.008876614	0.002672607
0.00395486	0.001777778
-0.00217321	-0.004896515
-0.014944982	-0.005817873
-0.006849342	-0.009470195
0.005040841	-0.008189309
0.002811811	-0.007336117
-0.003415413	-0.00092081
-0.018688316	-0.002305742
-0.014041114	0.003226553
-0.006467134	0.003216176
-0.003564277	-0.002296212
-0.010345326	-0.002301497
0.003389834	0.002301497
-0.006152496	-0.001840774
0.001063469	-0.006469523
0.007834852	-0.009315391
0.009028933	0.002336996
0.02293728	0.00139958
0.016010089	-0.007487166
0.001004702	-0.002351283
0.005607846	-0.000470921
0.016047912	0
0.012694204	-0.00377537
0.007154686	-0.000946074
0.008059878	-0.000473373
-0.001147485	-0.003795071
0.001911738	-0.003809528
-0.000573102	0.007131002
-0.009407807	-0.000473821
0.009980908	0.002366865
-0.00344368	-0.001419447
-0.012923355	0.006136437
-0.009362249	-0.001412762
0.002935155	0.000942063
-0.00117304	-0.002356824
-0.005885813	0.015917939
-0.010284921	0.012462658
0.002184511	0.009132484
-0.000793828	0.004535155
-0.012787367	0.016158341
-0.001408593	0.027230492
0.001408593	0.005616779
0.00341267	0.004299233
0.006989504	0.001286174
0.00694099	0.000428357
0.002960081	0.000428174
-0.001972348	-0.000856531
-0.004353034	-0.00300365
0.000594687	0.001288383
-0.001983694	0.012793351
-0.006774304	0.001270379
-0.003805673	0.003801483
-0.007453011	0.006303866
-0.000202164	-0.000419024
0.000808591	0
-0.000404224	-0.000838574
-0.002226046	0.001257598
-0.005281406	-0.001677149
-0.007358905	0.000838926
0.00184483	0
-0.002255275	-0.007575794
0.005322408	-0.005932221
-0.003271987	0.003817608
-0.010501466	-0.00042346
0.00598489	0.001692764
0.006153948	-0.000846024
0.000408833	0.001268767
0.010371257	-0.000845666
-0.005884181	-0.000423101
0.009720611	0.000846024
-0.00343188	0.003798274
0.016446399	0.000421141
-0.017458013	0.005877431
-0.00385363	0.002508363
0.002030086	-0.001671542
0.004047708	-0.000418323
-0.006077794	0.001672241
-0.000609798	-0.002090739
0.013330838	0.001254968
-0.007249327	-0.002930712
-0.005878217	0.000419199
0	0
-0.006935993	0.000419024
-0.001638968	0.001674341
-0.00349188	0.001253919
0.000205802	0.00375235
-0.005363111	0.002078571
0.000206866	-0.002494804
-0.000620519	0.001663894
-0.002901017	-0.000831601
-0.003533919	-0.00041606
-0.003337487	-0.001249219
0.003129178	0.011599136
0.002911899	0.015123934
0.005385224	0.002835732
0.001444938	0.000404449
-0.011409729	0.010858743
-0.002088514	0.005186527
0.001044802	0.007532246
-0.005655057	0.005121146
0.005655057	0.001570475
0.004792175	0.006647141
-0.004792175	0.00930961
0.012865896	0.008458336
-0.009946207	0.003439713
0.002495821	0.001905852
-0.003954589	0.002662105
0.002083292	0
-0.005844287	-0.00190078
-0.006510597	0
0.005253769	0.000380445
0.001047429	-0.00152265
-0.000418764	0.000761615
0.004597647	-0.002286586
-0.000417101	0.000762777
-0.004390077	-0.000762777
-0.006516093	-0.003822635
-0.002322328	-0.000383068
0.008000001	0.000383068
-0.005677673	-0.004221845
-0.042651286	-0.004626068
-0.023153238	-0.00853711
-0.018870674	-0.003122563
-0.007602801	-0.00627453
-0.006496612	-0.008295525
-0.001863887	-0.007165636
-0.004440863	0.001596807
-0.001641074	-0.003596407
0.003513319	0.001999601
-0.000233883	0.001197844
0.010237479	0.006364381
-0.001621685	-0.000396589
-0.000927882	-0.004372895
-0.003720069	-0.001195934
0.000232887	0.008737149
-0.006542056	0.037256928
-0.00328716	0.00152265
0.005160743	0.008333382
-0.004220428	0.002637033
0.009587353	0.009734259
0.002324478	0.004089985
0.011312622	0.004442806
0.013227057	0.008826832
0.01528809	-0.003300938
0.007114281	-0.003311871
0.00331753	-0.016725906
-0.000662684	-0.017010427
0.007922599	-0.014206421
0.001970876	-0.0294312
0.001966999	-0.014844806
-0.005473468	-0.017945017
-0.001318036	-0.014090577
-0.004406286	-0.007540882
0.002866213	-0.004214081
-0.007735656	-0.011467529
0.001330399	-0.009011003
0.00794533	-0.013015368
-0.00176022	-0.006571765
0	0
-0.008403433	-0.00396389
0	-0.008865306
-0.000222077	-0.014350022
-0.007357095	-0.009530365
-0.00134344	-0.021198951
-0.004041317	-0.024517966
-0.007225139	-0.012971597
-0.004314802	-0.003875974
-0.004104932	-0.006330676
-0.001829781	-0.009325221
0.003428229	0.004428052
0.005233804	0.004897169
0.002946132	0.002926831
0.002260444	-0.000974659
0.004954898	-0.00097561
0.00738676	0.005354114
-0.009635929	0.013021645
-0.007004932	0.005256882
0.002943555	0.009015482
-0.000226094	-0.001418105
-0.002717461	-0.002842257
-0.005913094	0.007090552
0.00068405	0.013102668
-0.004569371	0.002785517
-0.005741203	0.00185271
0.003219203	0.000925069
0.003895044	-0.000925069
0.004107719	-0.001389211
0.004771087	0.004161856
0.006551498	-0.000923361
0.003596318	0.00368834
0.002464987	0.004591376
0.002682143	0.00045798
0.007560632	0.004568304
-0.002439837	-0.002738477
0.00044405	0.000456934
0.003102839	-0.005497036
0.00176876	0.001377095
0.000441718	-0.002296212
-0.001104584	-0.011560822
0.000220975	-0.005129412
0.00088361	-0.001871783
-0.009539728	-0.002344667
0.000668479	-0.004234304
-0.009400204	-0.012334122
-0.004055886	-0.001911133
-0.004979662	-0.01202805
-0.002954235	-0.009727703
0.000909941	-0.00440853
0.000454649	-0.003935076
0.001135696	0.000492732
-0.005691535	-0.001478926
0.007279377	0.001478926
-0.004088128	0.005404091
-0.001366386	-0.001470949
-0.006401554	0.002450381
0.009814093	0.000489357
0.004984174	-0.000978953
0.001355036	0.000489596
0.003604419	0
-0.009262463	-0.000489596
-0.004321672	-0.002451582
-0.013771138	-0.002949855
-0.010687811	0.000984252
-0.005621964	-0.002462449
0.000704426	0.001970444
0.004450247	-0.001970444
0.001867803	-0.000493218
0.004422258	-0.000493462
0.004171524	0.000493462
0.001386573	0.000493218
0.006445763	0.005409406
0.001375763	0.002938298
-0.002064458	0.010700491
0.003438445	0.011065785
0.00775021	0.000478354
0.000226995	0.004771001
-0.001362949	0.005695317
0	-0.003318325
0.005214817	0.002844952
0.004512575	-0.002370231
0.003819845	0.000948767
-0.002469969	0.004730378
0.000674188	0
0.003812136	0.007990642
0.000894877	-0.001874415
0.001340738	0.003745323
0.002230695	-0.005623258
-0.000891685	0.002346868
0.003117348	-0.002346868
0.000444543	0.004220405
0.005319206	0.000467836
0.00726791	0.004200706
0.000219462	-0.001864802
0.009389653	0.008364361
0.003471473	0.011959664
0.007767051	0.008196767
0.009411877	-0.010944022
-0.000851992	-0.006439765
0.003828184	0.010101096
0.008033891	0.001369551
0.018153842	0.003188342
0.000620114	0.002724797
0.007617103	-0.000907441
0.012837691	0.004528993
0.002830572	-0.00407517
0.002218414	0.000453618
0.005825084	0.00497626
0.000800821	0.001803427
0.006781039	-0.001352265
-0.00318533	-0.004067802
0.009723204	0.001809955
0.006299234	0.00135532
0.01557662	0.004054973
0.004818358	-0.003603608
0.0051779	-0.000451365
0.003627727	-0.00135532
0.001333207	-0.002716163
0.001521453	-0.000453412
0.001519218	-0.004089985
-0.000949198	0.003182544
0.003602203	-0.003182544
-0.007408126	-0.001367054
-0.003629132	0.007722046
0.004200923	0
-0.007267234	-0.001811595
-0.004810014	0.003619913
-0.004445721	0.001354096
-0.00155095	0.013886001
0.002325563	0.010179331
0.003864012	0.013123548
0.005959779	0.001736865
0.00076645	-0.003912198
-0.000574749	0.003478264
-0.00384025	0.006489315
-0.004627814	0.000431127
0.002509354	0.001292268
-0.002316137	0.008999418
0.00173762	0.004257137
0.006345527	0.006773946
-0.00326386	0.002107482
-0.0071408	0.000841751
0.001741655	0.010878768
0.001159382	0.014049818
-0.001352788	0.008173319
-0.004652034	0.007703261
-0.004283515	-0.002021428
-0.004497905	0.00484458
0.001175358	-0.004439967
0.000195713	-0.00486619
0.002346023	0.000812678
-0.008038471	0.000812018
-0.000393778	-0.006106268
0.005694684	-0.000816994
-0.013007673	-0.007794911
0.002575554	0.006568168
0.000791159	0.000817996
-0.001186983	-0.001227245
0.007886437	-0.003280036
0.00137384	0.002051283
0.004695724	0.002455998
-0.004891899	0.002449981
0.005672387	-0.004496227
0.000195007	0.001637332
-0.00527914	0.002042902
0.000392023	-0.00081666
-0.001961535	0.000408413
-0.005512871	0.005700341
-0.000394964	0.004456155
-0.003363382	-0.007302264
-0.004966733	-0.002854232
0.00159208	0
-0.012405181	0.00122424
-0.002015277	0.001222743
0.001008146	-0.00449072
0.000805822	-0.003278691
0.001207507	0.002460026
-0.000804849	0.005309386
0.001809955	-0.006538642
0.003409872	-0.000820345
0.004794276	0.003277348
-0.006798666	0.005302888
0.002204651	0.002843796
-0.001001482	0.003644466
-0.00140379	0.008452455
-0.000602288	0.009176206
0.002807301	0.01145126
0.003198703	0.015582707
0.001196928	0.003087613
-0.007202932	0.009206049
0.005407062	0.002288331
0.000399361	0.004561011
-0.01063731	0.007932053
0.007037307	0.00412991
0.00619199	0.0156137
0.006945141	0.001105991
-0.0033673	0.001104769
0.000793277	0.005139512
0.00966765	0.004019739
0.006263477	0.003640339
0.003894864	-0.001454546
0.003298693	0.000727537
-0.002521522	0.00036357
0.005616302	0.005437751
0.000193145	-0.002533938
0.000772071	0.003617949
0.00308226	-0.013086337
-0.002503631	0.0051095
-0.002316584	-0.001821826
0.003472818	0.000364631
-0.002700079	-0.003652305
-0.002320167	-0.002197803
0.004442286	-0.0018352
0.000963113	-0.006264992
0.000384986	0.003690041
-0.000770139	-0.002950943
0.002308639	-0.007787913
-0.000192217	-0.003356334
-0.009462231	-0.006746652
0.005031905	-0.001505458
0.002891607	-0.019011979
-0.001733937	-0.006933772
-0.001930188	-0.015582707
0.000193219	-0.025448689
0.005970205	-0.005249356
-0.00057626	-0.014682156
-0.002885947	0.003690798
-0.004441525	0.000818331
-0.000580757	0.01340666
-0.004463841	0.027856955
-0.002531913	0.02710193
0.00408686	0.029358526
-0.003501968	0.019831719
0.007765483	0
0.001159664	-0.028773656
-0.00425864	0.002242992
0.004644909	-0.017706245
-0.004644909	-0.022291469
0.009652585	-0.029582122
-0.003464207	-0.012487574
-0.001736614	-0.020889557
-0.00309478	-0.02642217
-0.00155095	-0.018010778
0.005417951	0
0.002505562	-0.029420344
-0.000577703	-0.012556219
-0.003086422	-0.001806685
-0.000193179	0.004960551
-0.000386548	-0.001800991
-0.004844501	0.004047678
-0.00389259	0.011158339
0.005445404	0.010596126
0.000775436	0.013522562
-0.008759102	-0.001734606
0.004291794	-0.002172497
-0.002729027	-0.009615459
0.002729027	-0.012817855
0.001750462	-0.000444939
0.005233097	0.007978766
-0.003485693	-0.003981425
-0.001164538	-0.002218772
-0.016053673	0.004432631
0.005903264	-0.00044238
0.004111587	0.005735732
-0.007649326	-0.003967385
-0.009893234	0.008795131
-0.003785302	0.007415519
0.00139623	0.000434499
-0.005396156	0.000434311
-0.000801945	-0.002608697
-0.00200769	0
-0.003623841	-0.00261552
-0.0091177	0.004789907
0.003454194	-0.000434499
-0.005695683	-0.000434688
0.004477964	0.006068506
-0.00897605	-0.006068506
0.002047145	-0.000434877
-0.009245078	0.001304065
0.006788013	0.009511529
0.004703946	-0.000860956
-0.001838048	0.004297385
-0.01027336	-0.002576214
0.002063174	0.000859476
0.002470133	0.008554372
-0.007843198	-0.008554372
-0.005610321	-0.001719691
-0.005642079	0.006006024
0.005225218	0.004693843
